canonical_smiles,molregno,standard_relation,standard_value,standard_units
CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCCN(C)CC4,474728,,69.610000000000000000000000000000,%
OC(=O)c1ccccc1CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1425371,,70.100000000000000000000000000000,%
OC(=O)C1=CN(Cc2ccccc2)c3cc(N4CCNCC4)c(F)cc3C1=O,38536,,70.100000000000000000000000000000,%
CCOc1ccc(cc1)[C@@H](C)Nc2nc(nc3C(=O)N(Cc23)C(C)C)N4CCN(CC4)C(=O)C,1332166,,70.100000000000000000000000000000,%
CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)S(=O)(=O)N)cc(OCC)c1N,402028,,70.100000000000000000000000000000,%
CC(C)(C)NC(=O)CN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,1527669,,70.100000000000000000000000000000,%
NC(=O)N1c2ccccc2C=Cc3ccccc13,15086,,70.580000000000000000000000000000,%
NCC[C@@H](Oc1cc(Cl)c(F)cc1C#N)c2ccccc2,1152837,,71.050000000000000000000000000000,%
CN1CCN(CC1)C(=O)c2cc(CC3=NNC(=O)c4ccccc34)ccc2F,469728,,71.050000000000000000000000000000,%
COc1ccc(NC(=O)c2ccnc(N)n2)cc1,402621,,71.050000000000000000000000000000,%
Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,27648,,71.050000000000000000000000000000,%
O=C(Nc1ccc(nc1)n2ccnc2)c3ccc(cc3)C#N,1334981,,71.050000000000000000000000000000,%
CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3,139211,,71.050000000000000000000000000000,%
CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N,303120,,71.050000000000000000000000000000,%
CS(=O)(=O)N1CCC(CC1)NC(=O)NC23CC4CC(CC(C4)C2)C3,1067763,,71.050000000000000000000000000000,%
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,365281,,71.530000000000000000000000000000,%
O[C@@H](CNCCc1ccc(NC[C@H](O)c2ccccc2)cc1)c3ccc(O)c(NC=O)c3,1275690,,71.530000000000000000000000000000,%
NC1=NC2(CCN(CC2)C(=O)c3ccc(cc3)C#N)Nc4c(F)ccc(F)c14,288193,,71.530000000000000000000000000000,%
CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34,1430660,,71.530000000000000000000000000000,%
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,2045,,71.990000000000000000000000000000,%
COc1cc(OC)c(cc1NC(=O)NCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,1280058,,71.990000000000000000000000000000,%
CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,1428490,,71.990000000000000000000000000000,%
C[C@H](Nc1ncc(C)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,1062666,,71.990000000000000000000000000000,%
Fc1ccc(cc1F)N2C=CN=C(SCC(=O)NC3CCCC3)C2=O,826034,,71.990000000000000000000000000000,%
Cc1ccc(cc1NC(=O)CC23CC4CC(CC(C4)C2)C3)C(=O)N5CC6CNCC(C5)O6,561750,,71.990000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3cccc(F)c3)C2,1279830,,71.990000000000000000000000000000,%
NC(=O)c1cccc2c3CCCCc3[nH]c12,894255,,71.990000000000000000000000000000,%
Fc1cccnc1CNC(=O)CN2C(=CN=C(NCC(F)(F)c3ccccn3)C2=O)Cl,37716,,71.990000000000000000000000000000,%
COc1ncc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1264001,,72.450000000000000000000000000000,%
CO[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,1428492,,72.450000000000000000000000000000,%
COc1cc(Nc2cc(nc(N[C@@H](C)c3ncc(F)cn3)n2)N4CCOCC4)n[nH]1,1062676,,72.450000000000000000000000000000,%
C[C@H](Cc1ccccc1)N(C)CC#C,96021,,72.910000000000000000000000000000,%
COCCCCC(=NOCCN)c1ccc(cc1)C(F)(F)F,1044835,,73.360000000000000000000000000000,%
O=C(CSc1ccccc1)N2CCN(CC2)C(=O)c3occc3,872727,,73.360000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N(C)[C@H]2CCCN(CCc3ccccc3)C2,1279824,,73.360000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccc(F)cc3)C2,1279831,,73.360000000000000000000000000000,%
COc1cc(OC)c(cc1NC(=O)COCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,1280060,,73.360000000000000000000000000000,%
O=C1NC(=NC(=C1)N2CCOCC2)NCc3ccccc3,1424926,,73.360000000000000000000000000000,%
NC(=O)c1ccc(cc1)c2cc3c(N[C@H]4CCCNC4)ncc(C(=O)N)c3s2,714672,,73.810000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(cc2)[N+](=O)[O-])C1)C(C)(C)C,1279840,,73.810000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccccc3F)C2,1279829,,73.810000000000000000000000000000,%
Nc1ccc2nc(SCC(=O)NC3CCN(Cc4ccc(Cl)c(Cl)c4)CC3)sc2c1,25033,,73.810000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCCN(CCc3ccccc3)C2,1279822,,73.810000000000000000000000000000,%
Cc1cc(F)ccc1n2nc(cc2c3ccc4OCC(=O)Nc4c3)C(F)(F)F,1270012,,73.810000000000000000000000000000,%
COc1ccc2COC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1263995,,74.250000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2OC)C1)C(C)(C)C,1279833,,74.250000000000000000000000000000,%
CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CC[C@@H](C4)N(C)C)ncc2F,452367,,74.250000000000000000000000000000,%
CN1CCN(CC1)c2ccc3ncc(C(=O)N)c(Nc4ccc(F)cc4F)c3c2,474391,,74.250000000000000000000000000000,%
OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4,1037716,,74.690000000000000000000000000000,%
O=C1COc2ccccc2N1CCN3CCC(CC3)NCc4cc5OCCOc5cn4,1263992,,74.690000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CC(C)C,1424583,,74.690000000000000000000000000000,%
COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,474281,,74.690000000000000000000000000000,%
COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N4CCOCC4)c2F)n[nH]1,1062677,,74.690000000000000000000000000000,%
CC(C)(N)C(=O)N[C@H](COCc1ccc(F)cc1F)C(=O)N2CCC3=NN(CC(F)(F)F)C(=O)[C@]3(Cc4ccccn4)C2,183388,,74.690000000000000000000000000000,%
C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC4CC45CC5)nc23,1165540,,75.120000000000000000000000000000,%
C[C@H](Oc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,1062667,,75.120000000000000000000000000000,%
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5C[C@H](O)CO5,365739,,75.120000000000000000000000000000,%
[O-][N+](=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1174134,,75.120000000000000000000000000000,%
N\C(=N/C(=O)c1nc(Cl)c(N)nc1N)\NCCCCc2ccc(OCC(O)CO)cc2,352327,,75.120000000000000000000000000000,%
COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](F)C3)c2c1,1428501,,75.550000000000000000000000000000,%
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5C[C@H](O)CO5,365756,,75.550000000000000000000000000000,%
CN1CCN(CC1)c2cc3c(Nc4ccc(F)cc4F)c(cnc3cc2F)C(=O)N,474454,,75.550000000000000000000000000000,%
COCCCC\C(=N/OCCN)\c1ccc(cc1)C(F)(F)F,54722,,75.550000000000000000000000000000,%
OC1(CNC(=O)c2cc(ccc2Cl)N3N=CC(=O)NC3=O)CCCCCC1,559874,,75.970000000000000000000000000000,%
COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,1278,,75.970000000000000000000000000000,%
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c3cc(OC)ccc3n4c(C)nnc14,694811,,75.970000000000000000000000000000,%
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@@]45CCC(=O)O5)C13,232251,,75.970000000000000000000000000000,%
CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,1430464,,76.390000000000000000000000000000,%
CN(C)CCC=C1c2ccccc2COc3ccccc13,1051118,,76.390000000000000000000000000000,%
CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34,651088,,76.810000000000000000000000000000,%
COc1nccnc1NS(=O)(=O)c2ccc(N)cc2,949710,,76.810000000000000000000000000000,%
CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N2CCC3(CC2)CN(c4ccccc34)S(=O)(=O)C,12850,,76.810000000000000000000000000000,%
OC(=O)CNC(=O)c1ncccc1O,705556,,76.810000000000000000000000000000,%
C[C@@H]1CN(C[C@H](C)[C@@]1(O)c2ccccc2)C(=O)[C@@H]3CN(C[C@H]3c4ccc(F)cc4F)C(C)(C)C,622622,,76.810000000000000000000000000000,%
CC(C)(C)NC(=O)NCCN1CCC(O)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,1527665,,76.810000000000000000000000000000,%
CC(C)NC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)O)n4ccc(n4)C(F)(F)F,1354967,,77.210000000000000000000000000000,%
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(cc45)C#N)CC3)nc2N1,1174138,,77.210000000000000000000000000000,%
CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O,319858,,77.210000000000000000000000000000,%
CNc1c(Br)cnc2[nH]c(nc12)c3cnn(c3)C4CCN(C)CC4,1332974,,77.210000000000000000000000000000,%
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(Cl)c(n1)N3CCOCC3)c4ncc(F)cn4,1062675,,77.210000000000000000000000000000,%
Nc1nc(OCC2CCC2)nc3c1ncn3[C@@H]4O[C@H](CF)[C@@H](O)[C@H]4O,1165538,,77.210000000000000000000000000000,%
CC(C1CCCC1)(C(=O)O[C@@H]2CC[N+](C)(C)C2)c3ccccc3,1284942,,77.210000000000000000000000000000,%
O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,3599,,77.620000000000000000000000000000,%
COc1cnc(nc1NC(C)C)c2ccccn2,587973,,77.620000000000000000000000000000,%
C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ncc(F)cn4,1062631,,77.620000000000000000000000000000,%
C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,1062672,,78.010000000000000000000000000000,%
CC(C)c1nc2ccccc2n1c3nc(N4CCOCC4)c5nc(OC6CN(C6)C7CCS(=O)(=O)CC7)n(C)c5n3,1448251,,78.010000000000000000000000000000,%
CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)N2CCCC2)C(F)(F)F,275478,,78.010000000000000000000000000000,%
C[C@H](Nc1cncc(Nc2cc(C)[nH]n2)n1)c3ccc(F)cn3,579315,,78.010000000000000000000000000000,%
Fc1cccc(CN2C=CN3C(=O)C=C(N=C23)N4CCOCC4)c1,1283380,,78.010000000000000000000000000000,%
COc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1,1421992,,78.410000000000000000000000000000,%
NC(=O)c1cnc2[nH]c(nc2c1NCCCNC(=O)C3CCC3)c4ccc(OCCN5CCCCC5)cc4,1332996,,78.410000000000000000000000000000,%
Cc1cc(OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2)ccc1Cl,1425332,,78.790000000000000000000000000000,%
COc1ccc2c(C)nc(NC(=N)N)nc2c1,588714,,78.790000000000000000000000000000,%
COc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,1284842,,78.790000000000000000000000000000,%
CNc1c(cnc2[nH]c(nc12)c3ccc(OCCN4CCOCC4)cc3)C(=O)N,1332977,,78.790000000000000000000000000000,%
C[C@H](Nc1ccc2ncn(c3cc([nH]n3)C4CC4)c2n1)c5ncc(F)cn5,1421985,,78.790000000000000000000000000000,%
NC(=O)c1c(Cl)c(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)c4ccccc34)CC2,1447314,,78.790000000000000000000000000000,%
CN(C)CC\C=C\1/c2ccccc2COc3ccccc13,66012,,78.790000000000000000000000000000,%
O[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4ccc5OCC(=O)Nc5n4,1428172,,79.170000000000000000000000000000,%
C[C@H](NC(=O)c1c(C)nn(C2CCS(=O)(=O)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1271887,,79.170000000000000000000000000000,%
O[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4cc5OCCOc5cn4,1428171,,79.170000000000000000000000000000,%
C[C@H](NC(=O)c1c(C)nn(C2CCOCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1271890,,79.170000000000000000000000000000,%
COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,341370,,79.170000000000000000000000000000,%
COc1cccc2c1CCC23NCc4ccccc34,668335,,79.170000000000000000000000000000,%
CC1Cc2ccccc2N1NC(=O)c3ccc(Cl)c(c3)S(=O)(=O)N,619,,79.550000000000000000000000000000,%
F[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,1428499,,79.550000000000000000000000000000,%
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,23093,,79.550000000000000000000000000000,%
CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N5CC[C@@H](N)C5)c2c1Cl,1521466,,79.550000000000000000000000000000,%
CCOC(=O)c1cnc2c(N)cccc2c1O,167453,,79.920000000000000000000000000000,%
Nc1nc2nc(cc(n2n1)C(F)(F)F)c3cccs3,751863,,79.920000000000000000000000000000,%
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,27575,,79.920000000000000000000000000000,%
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(I)cc3)N2CCCF,1383009,,79.920000000000000000000000000000,%
CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3ccc4c(N)ncnc34,1429397,,79.920000000000000000000000000000,%
COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN4CCCCC4,474584,,79.920000000000000000000000000000,%
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC(C)C)cc3C24N=C(C)C(=N4)N,1423599,,79.920000000000000000000000000000,%
Fc1ccc2C(=CC(=O)Nc2c1F)Cn3c(nc4nccnc34)C5CCC5,1162579,,79.920000000000000000000000000000,%
COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,1161593,,80.290000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCCN(Cc3ccccc3)C2,1279712,,80.290000000000000000000000000000,%
O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4,1447316,,80.290000000000000000000000000000,%
COc1ccc(Cc2c(N)n[nH]c2N)cc1,55769,,80.650000000000000000000000000000,%
COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,1428174,,80.650000000000000000000000000000,%
Fc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1430524,,80.650000000000000000000000000000,%
CS(=O)(=O)c1ccc(cc1)c2cnc(N)c(c2)c3ccc(nc3)C(F)(F)F,1348407,,80.650000000000000000000000000000,%
CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc3nnnn3C,675146,,80.650000000000000000000000000000,%
COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)NCc2ccccc2N3CCC(CC3)C(=O)O,1280170,,80.650000000000000000000000000000,%
CC(CC(=O)OC(C)(C)C)NC(=O)C1=NOC(C1)C(O)(C(F)(F)F)C(F)(F)F,352631,,80.650000000000000000000000000000,%
CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C,1331874,,81.010000000000000000000000000000,%
OC(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc(O)ccc24,294107,,81.010000000000000000000000000000,%
OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,111185,,81.010000000000000000000000000000,%
Nc1nc(Nc2ccc(cc2)S(=O)(=O)N)nn1C(=O)c3c(F)cccc3F,317507,,81.010000000000000000000000000000,%
Cc1cc(nc(n1)n2ccnc2)N3CCC[C@@H]3C(=O)NCCc4ccc5OCOc5c4,370782,,81.010000000000000000000000000000,%
CN1C=C(C=C(C)C1=O)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5,1438709,,81.010000000000000000000000000000,%
NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2,1348445,,81.010000000000000000000000000000,%
CC(C)c1nnc2ccc(cn12)c3ocnc3c4cc(F)ccc4F,355839,,81.360000000000000000000000000000,%
COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,1280062,,81.360000000000000000000000000000,%
Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)c4ccccc4)cc1Cl,1430523,,81.360000000000000000000000000000,%
Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)Nc4ccccc4)[C@@H](O)[C@H]3O,1430478,,81.360000000000000000000000000000,%
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cnc1C#N)c3ncc(F)cn3,579280,,81.360000000000000000000000000000,%
CC1CN2C(C(C)O1)C3(Cc4cc(ccc24)[N+](=O)[O-])C(=O)N(C)C(=O)N(C)C3=O,1090058,,81.360000000000000000000000000000,%
CCOc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,823458,,82.050000000000000000000000000000,%
COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,1428178,,82.050000000000000000000000000000,%
CO[C@@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,1428494,,82.050000000000000000000000000000,%
NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(Br)sc13,714701,,82.050000000000000000000000000000,%
COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)N(C)c2ccccc2,1280148,,82.050000000000000000000000000000,%
OB1N(C(=O)Nc2ccccc12)c3ccccc3,280853,,82.050000000000000000000000000000,%
C[C@](N)(Cc1ccccc1)c2ccccc2,480530,,82.050000000000000000000000000000,%
Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(C)c4Cl,1430537,,82.050000000000000000000000000000,%
OC(=O)c1ccccc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1425362,,82.050000000000000000000000000000,%
CN(C)CCC1CCN(CC1)c2cc(C(=O)NC[C@@H]3CC[C@@H](CNC(=O)OC4CCOCC4)CC3)c5ccccc5n2,1170498,,82.050000000000000000000000000000,%
C[C@@H](CC(=O)OC(C)(C)C)NC(=O)C1=NO[C@H](C1)C(O)(C(F)(F)F)C(F)(F)F,352389,,82.050000000000000000000000000000,%
C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C3CCOCC3,412858,,82.050000000000000000000000000000,%
CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,1527666,,82.050000000000000000000000000000,%
O[C@@H](CNCCc1cccc(CNCCc2ccccn2)c1)c3ccc(O)c4NC(=O)Sc34,1276405,,82.390000000000000000000000000000,%
CC(C)NC[C@@H](O)COc1cccc2ccccc12,10099,,82.390000000000000000000000000000,%
COc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,1263991,,82.390000000000000000000000000000,%
COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,962921,,82.390000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(c3ccccc3)c4ccccc4)C(=O)OC,1351933,,82.390000000000000000000000000000,%
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,512202,,82.390000000000000000000000000000,%
COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1263989,,82.720000000000000000000000000000,%
CN(C)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,12835,,82.720000000000000000000000000000,%
C[C@H](Nc1cncc(Nc2ncc(C)s2)n1)c3ncc(F)cn3,613812,,82.720000000000000000000000000000,%
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3,579348,,82.720000000000000000000000000000,%
COc1ccc(cc1OC2CCCC2)C3CNC(=O)C3,4872,,82.720000000000000000000000000000,%
CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O,289994,,83.040000000000000000000000000000,%
Fc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1174140,,83.040000000000000000000000000000,%
O=C1C=C(C=CN1c2ccc3c(cnn3CCN4CCCC4)c2)c5ccccc5,716126,,83.040000000000000000000000000000,%
O=C1C=C(OCc2ccccc2)C=CN1c3ccc4c(cnn4CCN5CCCC5)c3,715687,,83.040000000000000000000000000000,%
CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c2cc(C)on2)C(C)C)Cc3ccc(F)cc3,24969,,83.040000000000000000000000000000,%
C[C@H](C1=CNC(=S)N1)c2cccc(C)c2C,1379636,,83.040000000000000000000000000000,%
C1CCN(C1)[C@H]([C@@H](N2CCCC2)c3ccccc3)c4ccccc4,1423203,,83.040000000000000000000000000000,%
C1CCN(C1)[C@@H]([C@H](N2CCCC2)c3ccccc3)c4ccccc4,1423204,,83.040000000000000000000000000000,%
CC(=O)NCc1cccc(c1)C(=O)O,215716,,83.040000000000000000000000000000,%
COc1cc2N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)C(=O)C=Cc2cn1,1264004,,83.370000000000000000000000000000,%
CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@@H]1NCc4cc5OCCOc5cn4,1428493,,83.370000000000000000000000000000,%
OC(=O)[C@H](N1CCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)CC1)c4ccccc4,1425361,,83.370000000000000000000000000000,%
Clc1ccc2ncc(c3cccc(NC4CNC4)n3)n2c1,426902,,83.680000000000000000000000000000,%
COc1cnc(nc1N(C)C)c2ccccn2,805019,,83.680000000000000000000000000000,%
CCOc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3Cl)c2cc1N4CCN(CC4)C(=O)CO,474666,,83.680000000000000000000000000000,%
COCCOc1cc2ncc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1N4CCN(C)CC4,474009,,83.680000000000000000000000000000,%
COc1ccc(CCC[N+](C)(CCCc2ccc(OC)cc2)CCNC(=O)c3nc(Cl)c(N)nc3N)cc1,1284607,,83.680000000000000000000000000000,%
CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4,1428491,,84.000000000000000000000000000000,%
C[C@H](Nc1cnc(C)c(Nc2cc(C)[nH]n2)n1)c3ccc(F)cn3,579262,,84.000000000000000000000000000000,%
Nc1nc2ccc(F)cc2s1,157056,,84.000000000000000000000000000000,%
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,418485,,84.000000000000000000000000000000,%
C(Cc1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3,74636,,84.000000000000000000000000000000,%
CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C3(O)C(=O)CC(C)(OC13C)C=C,782286,,84.000000000000000000000000000000,%
C[C@@H](CC(=O)OC(C)(C)C)NC(=O)C1=NOC(C1)C(O)(C(F)(F)F)C(F)(F)F,352658,,84.000000000000000000000000000000,%
C[C@H]1CN(CCO1)C2=NC(=O)NC(=C2)N(CCO)Cc3cccc4ccccc34,1428624,,84.000000000000000000000000000000,%
O[C@@H](CNCCSCCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,1165516,,84.300000000000000000000000000000,%
OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)Cc3ccccc3,1077527,,84.300000000000000000000000000000,%
Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)NCc4ccccc4)[C@@H](O)[C@H]3O,1430474,,84.600000000000000000000000000000,%
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,7714,,84.600000000000000000000000000000,%
CCc1c(C(=O)C(=O)N)c2c(OCC(=O)N)cccc2n1Cc3ccccc3,248501,,84.900000000000000000000000000000,%
